indice_tiempo,medio_de_transporte,pais,balanza
2021-05-01,Terrestre,Europa,2
2021-05-01,Terrestre,Resto del mundo,0
2021-06-01,Aérea,Bolivia,-1670
2021-06-01,Aérea,Brasil,-585
2021-06-01,Aérea,Chile,-927
2021-06-01,Aérea,Paraguay,-1287
2021-06-01,Aérea,Uruguay,-359
2021-06-01,Aérea,EE.UU. y Canadá,-20092
2021-06-01,Aérea,Resto de América,-5037
2021-06-01,Aérea,Europa,-2025
2021-06-01,Aérea,Resto del mundo,90
2021-06-01,Fluvial/Marítima,Bolivia,0
2021-06-01,Fluvial/Marítima,Brasil,1
2021-06-01,Fluvial/Marítima,Chile,0
2021-06-01,Fluvial/Marítima,Paraguay,2
2021-06-01,Fluvial/Marítima,Uruguay,-3449
2021-06-01,Fluvial/Marítima,EE.UU. y Canadá,7
2021-06-01,Fluvial/Marítima,Resto de América,6
2021-06-01,Fluvial/Marítima,Europa,8
2021-06-01,Fluvial/Marítima,Resto del mundo,7
2021-06-01,Terrestre,Bolivia,-111
2021-06-01,Terrestre,Brasil,113
2021-06-01,Terrestre,Chile,-24
2021-06-01,Terrestre,Paraguay,59
2021-06-01,Terrestre,Uruguay,190
2021-06-01,Terrestre,EE.UU. y Canadá,1
2021-06-01,Terrestre,Resto de América,5
2021-06-01,Terrestre,Europa,4
2021-06-01,Terrestre,Resto del mundo,2
2021-07-01,Aérea,Bolivia,-394
2021-07-01,Aérea,Brasil,-260
2021-07-01,Aérea,Chile,-8
2021-07-01,Aérea,Paraguay,-1273
2021-07-01,Aérea,Uruguay,-687
2021-07-01,Aérea,EE.UU. y Canadá,-14085
2021-07-01,Aérea,Resto de América,-2169
2021-07-01,Aérea,Europa,-2793
2021-07-01,Aérea,Resto del mundo,164
2021-07-01,Fluvial/Marítima,Bolivia,1
2021-07-01,Fluvial/Marítima,Brasil,2
2021-07-01,Fluvial/Marítima,Chile,0
2021-07-01,Fluvial/Marítima,Paraguay,0
2021-07-01,Fluvial/Marítima,Uruguay,-3345
2021-07-01,Fluvial/Marítima,EE.UU. y Canadá,3
2021-07-01,Fluvial/Marítima,Resto de América,7
2021-07-01,Fluvial/Marítima,Europa,8
2021-07-01,Fluvial/Marítima,Resto del mundo,9
2021-07-01,Terrestre,Bolivia,-366
2021-07-01,Terrestre,Brasil,148
2021-07-01,Terrestre,Chile,-173
2021-07-01,Terrestre,Paraguay,71
2021-07-01,Terrestre,Uruguay,228
2021-07-01,Terrestre,EE.UU. y Canadá,3
2021-07-01,Terrestre,Resto de América,13
2021-07-01,Terrestre,Europa,7
2021-07-01,Terrestre,Resto del mundo,1
2021-08-01,Aérea,Bolivia,-897
2021-08-01,Aérea,Brasil,-801
2021-08-01,Aérea,Chile,-1025
2021-08-01,Aérea,Paraguay,-1063
2021-08-01,Aérea,Uruguay,-1120
2021-08-01,Aérea,EE.UU. y Canadá,-18604
2021-08-01,Aérea,Resto de América,-3954
2021-08-01,Aérea,Europa,-10078
2021-08-01,Aérea,Resto del mundo,121
2021-08-01,Fluvial/Marítima,Bolivia,0
2021-08-01,Fluvial/Marítima,Brasil,0
2021-08-01,Fluvial/Marítima,Chile,0
2021-08-01,Fluvial/Marítima,Paraguay,1
2021-08-01,Fluvial/Marítima,Uruguay,-4067
2021-08-01,Fluvial/Marítima,EE.UU. y Canadá,2
2021-08-01,Fluvial/Marítima,Resto de América,3
2021-08-01,Fluvial/Marítima,Europa,7
2021-08-01,Fluvial/Marítima,Resto del mundo,6
2021-08-01,Terrestre,Bolivia,-444
2021-08-01,Terrestre,Brasil,82
2021-08-01,Terrestre,Chile,-183
2021-08-01,Terrestre,Paraguay,57
2021-08-01,Terrestre,Uruguay,184
2021-08-01,Terrestre,EE.UU. y Canadá,3
2021-08-01,Terrestre,Resto de América,14
2021-08-01,Terrestre,Europa,6
2021-08-01,Terrestre,Resto del mundo,0
2021-09-01,Aérea,Bolivia,-1135
2021-09-01,Aérea,Brasil,-1024
2021-09-01,Aérea,Chile,-1106
2021-09-01,Aérea,Paraguay,-934
2021-09-01,Aérea,Uruguay,-840
2021-09-01,Aérea,EE.UU. y Canadá,-22472
2021-09-01,Aérea,Resto de América,-4654
2021-09-01,Aérea,Europa,-12692
2021-09-01,Aérea,Resto del mundo,138
2021-09-01,Fluvial/Marítima,Bolivia,1
2021-09-01,Fluvial/Marítima,Brasil,2
2021-09-01,Fluvial/Marítima,Chile,3
2021-09-01,Fluvial/Marítima,Paraguay,1
2021-09-01,Fluvial/Marítima,Uruguay,-4112
2021-09-01,Fluvial/Marítima,EE.UU. y Canadá,3
2021-09-01,Fluvial/Marítima,Resto de América,10
2021-09-01,Fluvial/Marítima,Europa,7
2021-09-01,Fluvial/Marítima,Resto del mundo,9
2021-09-01,Terrestre,Bolivia,-453
2021-09-01,Terrestre,Brasil,-77
2021-09-01,Terrestre,Chile,-451
2021-09-01,Terrestre,Paraguay,58
2021-09-01,Terrestre,Uruguay,255
2021-09-01,Terrestre,EE.UU. y Canadá,0
2021-09-01,Terrestre,Resto de América,17
2021-09-01,Terrestre,Europa,5
2021-09-01,Terrestre,Resto del mundo,0
2021-10-01,Aérea,Bolivia,-491
2021-10-01,Aérea,Brasil,-1631
2021-10-01,Aérea,Chile,-187
2021-10-01,Aérea,Paraguay,-1351
2021-10-01,Aérea,Uruguay,-1400
2021-10-01,Aérea,EE.UU. y Canadá,-31013
2021-10-01,Aérea,Resto de América,-5573
2021-10-01,Aérea,Europa,-13810
2021-10-01,Aérea,Resto del mundo,-650
2021-10-01,Fluvial/Marítima,Bolivia,9
2021-10-01,Fluvial/Marítima,Brasil,12
2021-10-01,Fluvial/Marítima,Chile,5
2021-10-01,Fluvial/Marítima,Paraguay,3
2021-10-01,Fluvial/Marítima,Uruguay,-4816
2021-10-01,Fluvial/Marítima,EE.UU. y Canadá,10
2021-10-01,Fluvial/Marítima,Resto de América,26
2021-10-01,Fluvial/Marítima,Europa,33
2021-10-01,Fluvial/Marítima,Resto del mundo,8
2021-10-01,Terrestre,Bolivia,-440
2021-10-01,Terrestre,Brasil,-1759
2021-10-01,Terrestre,Chile,-393
2021-10-01,Terrestre,Paraguay,-1942
2021-10-01,Terrestre,Uruguay,358
2021-10-01,Terrestre,EE.UU. y Canadá,11
2021-10-01,Terrestre,Resto de América,91
2021-10-01,Terrestre,Europa,31
2021-10-01,Terrestre,Resto del mundo,14
2021-11-01,Aérea,Bolivia,422
2021-11-01,Aérea,Brasil,365
2021-11-01,Aérea,Chile,3305
2021-11-01,Aérea,Paraguay,-1380
2021-11-01,Aérea,Uruguay,-1405
2021-11-01,Aérea,EE.UU. y Canadá,-27046
2021-11-01,Aérea,Resto de América,-14891
2021-11-01,Aérea,Europa,-5875
2021-11-01,Aérea,Resto del mundo,-535
2021-11-01,Fluvial/Marítima,Bolivia,30
2021-11-01,Fluvial/Marítima,Brasil,1244
2021-11-01,Fluvial/Marítima,Chile,45
2021-11-01,Fluvial/Marítima,Paraguay,32
2021-11-01,Fluvial/Marítima,Uruguay,-17507
2021-11-01,Fluvial/Marítima,EE.UU. y Canadá,225
2021-11-01,Fluvial/Marítima,Resto de América,448
2021-11-01,Fluvial/Marítima,Europa,663
2021-11-01,Fluvial/Marítima,Resto del mundo,69
2021-11-01,Terrestre,Bolivia,-1006
2021-11-01,Terrestre,Brasil,743
2021-11-01,Terrestre,Chile,698
2021-11-01,Terrestre,Paraguay,-10323
2021-11-01,Terrestre,Uruguay,-4882
2021-11-01,Terrestre,EE.UU. y Canadá,85
2021-11-01,Terrestre,Resto de América,325
2021-11-01,Terrestre,Europa,401
2021-11-01,Terrestre,Resto del mundo,149
2021-12-01,Aérea,Bolivia,744
2021-12-01,Aérea,Brasil,-2460
2021-12-01,Aérea,Chile,1204
2021-12-01,Aérea,Paraguay,-1229
2021-12-01,Aérea,Uruguay,-2481
2021-12-01,Aérea,EE.UU. y Canadá,-6444
2021-12-01,Aérea,Resto de América,-16461
2021-12-01,Aérea,Europa,5029
2021-12-01,Aérea,Resto del mundo,-296
2021-12-01,Fluvial/Marítima,Bolivia,115
2021-12-01,Fluvial/Marítima,Brasil,732
2021-12-01,Fluvial/Marítima,Chile,203
2021-12-01,Fluvial/Marítima,Paraguay,25
2021-12-01,Fluvial/Marítima,Uruguay,-19142
2021-12-01,Fluvial/Marítima,EE.UU. y Canadá,1776
2021-12-01,Fluvial/Marítima,Resto de América,745
2021-12-01,Fluvial/Marítima,Europa,1359
2021-12-01,Fluvial/Marítima,Resto del mundo,142
2021-12-01,Terrestre,Bolivia,-1507
2021-12-01,Terrestre,Brasil,-2294
2021-12-01,Terrestre,Chile,-2156
2021-12-01,Terrestre,Paraguay,-11891
2021-12-01,Terrestre,Uruguay,-7981
2021-12-01,Terrestre,EE.UU. y Canadá,336
2021-12-01,Terrestre,Resto de América,828
2021-12-01,Terrestre,Europa,1149
2021-12-01,Terrestre,Resto del mundo,584
2022-01-01,Aérea,Bolivia,133
2022-01-01,Aérea,Brasil,-12627
2022-01-01,Aérea,Chile,3228
2022-01-01,Aérea,Paraguay,-678
2022-01-01,Aérea,Uruguay,-7598
2022-01-01,Aérea,EE.UU. y Canadá,3604
2022-01-01,Aérea,Resto de América,-20974
2022-01-01,Aérea,Europa,16779
2022-01-01,Aérea,Resto del mundo,-500
2022-01-01,Fluvial/Marítima,Bolivia,101
2022-01-01,Fluvial/Marítima,Brasil,735
2022-01-01,Fluvial/Marítima,Chile,221
2022-01-01,Fluvial/Marítima,Paraguay,-377
2022-01-01,Fluvial/Marítima,Uruguay,-42975
2022-01-01,Fluvial/Marítima,EE.UU. y Canadá,570
2022-01-01,Fluvial/Marítima,Resto de América,-416
2022-01-01,Fluvial/Marítima,Europa,914
2022-01-01,Fluvial/Marítima,Resto del mundo,148
2022-01-01,Terrestre,Bolivia,-1472
2022-01-01,Terrestre,Brasil,-72124
2022-01-01,Terrestre,Chile,-498
2022-01-01,Terrestre,Paraguay,-73422
2022-01-01,Terrestre,Uruguay,-39954
2022-01-01,Terrestre,EE.UU. y Canadá,768
2022-01-01,Terrestre,Resto de América,1279
2022-01-01,Terrestre,Europa,2534
2022-01-01,Terrestre,Resto del mundo,1130
2022-02-01,Aérea,Bolivia,-920
2022-02-01,Aérea,Brasil,-35168
2022-02-01,Aérea,Chile,4397
2022-02-01,Aérea,Paraguay,-790
2022-02-01,Aérea,Uruguay,-5666
2022-02-01,Aérea,EE.UU. y Canadá,-11464
2022-02-01,Aérea,Resto de América,-38155
2022-02-01,Aérea,Europa,12194
2022-02-01,Aérea,Resto del mundo,-1145
2022-02-01,Fluvial/Marítima,Bolivia,103
2022-02-01,Fluvial/Marítima,Brasil,-2206
2022-02-01,Fluvial/Marítima,Chile,285
2022-02-01,Fluvial/Marítima,Paraguay,-266
2022-02-01,Fluvial/Marítima,Uruguay,-40045
2022-02-01,Fluvial/Marítima,EE.UU. y Canadá,646
2022-02-01,Fluvial/Marítima,Resto de América,899
2022-02-01,Fluvial/Marítima,Europa,1562
2022-02-01,Fluvial/Marítima,Resto del mundo,244
2022-02-01,Terrestre,Bolivia,-3835
2022-02-01,Terrestre,Brasil,-124711
2022-02-01,Terrestre,Chile,-1696
2022-02-01,Terrestre,Paraguay,-43268
2022-02-01,Terrestre,Uruguay,-36911
2022-02-01,Terrestre,EE.UU. y Canadá,1011
2022-02-01,Terrestre,Resto de América,1384
2022-02-01,Terrestre,Europa,3796
2022-02-01,Terrestre,Resto del mundo,2081
2022-03-01,Aérea,Bolivia,747
2022-03-01,Aérea,Brasil,-21577
2022-03-01,Aérea,Chile,858
2022-03-01,Aérea,Paraguay,-100
2022-03-01,Aérea,Uruguay,-3240
2022-03-01,Aérea,EE.UU. y Canadá,-10588
2022-03-01,Aérea,Resto de América,-30315
2022-03-01,Aérea,Europa,10670
2022-03-01,Aérea,Resto del mundo,1070
2022-03-01,Fluvial/Marítima,Bolivia,89
2022-03-01,Fluvial/Marítima,Brasil,111
2022-03-01,Fluvial/Marítima,Chile,154
2022-03-01,Fluvial/Marítima,Paraguay,-300
2022-03-01,Fluvial/Marítima,Uruguay,-22246
2022-03-01,Fluvial/Marítima,EE.UU. y Canadá,1131
2022-03-01,Fluvial/Marítima,Resto de América,1833
2022-03-01,Fluvial/Marítima,Europa,2091
2022-03-01,Fluvial/Marítima,Resto del mundo,240
2022-03-01,Terrestre,Bolivia,-3582
2022-03-01,Terrestre,Brasil,-57246
2022-03-01,Terrestre,Chile,-3556
2022-03-01,Terrestre,Paraguay,-25512
2022-03-01,Terrestre,Uruguay,-22101
2022-03-01,Terrestre,EE.UU. y Canadá,1447
2022-03-01,Terrestre,Resto de América,2013
2022-03-01,Terrestre,Europa,6390
2022-03-01,Terrestre,Resto del mundo,1536
2022-04-01,Aérea,Bolivia,2258
2022-04-01,Aérea,Brasil,-8321
2022-04-01,Aérea,Chile,2598
2022-04-01,Aérea,Paraguay,487
2022-04-01,Aérea,Uruguay,-1344
2022-04-01,Aérea,EE.UU. y Canadá,-8492
2022-04-01,Aérea,Resto de América,-28311
2022-04-01,Aérea,Europa,5327
2022-04-01,Aérea,Resto del mundo,511
2022-04-01,Fluvial/Marítima,Bolivia,343
2022-04-01,Fluvial/Marítima,Brasil,2125
2022-04-01,Fluvial/Marítima,Chile,278
2022-04-01,Fluvial/Marítima,Paraguay,-1218
2022-04-01,Fluvial/Marítima,Uruguay,-1585
2022-04-01,Fluvial/Marítima,EE.UU. y Canadá,848
2022-04-01,Fluvial/Marítima,Resto de América,2020
2022-04-01,Fluvial/Marítima,Europa,2337
2022-04-01,Fluvial/Marítima,Resto del mundo,199
2022-04-01,Terrestre,Bolivia,-557
2022-04-01,Terrestre,Brasil,-29558
2022-04-01,Terrestre,Chile,-2819
2022-04-01,Terrestre,Paraguay,-28091
2022-04-01,Terrestre,Uruguay,8599
2022-04-01,Terrestre,EE.UU. y Canadá,1638
2022-04-01,Terrestre,Resto de América,3177
2022-04-01,Terrestre,Europa,6906
2022-04-01,Terrestre,Resto del mundo,1235
2022-05-01,Aérea,Bolivia,1539
2022-05-01,Aérea,Brasil,-1322
2022-05-01,Aérea,Chile,3654
2022-05-01,Aérea,Paraguay,392
2022-05-01,Aérea,Uruguay,-614
2022-05-01,Aérea,EE.UU. y Canadá,-21746
2022-05-01,Aérea,Resto de América,-30577
2022-05-01,Aérea,Europa,-19819
2022-05-01,Aérea,Resto del mundo,-1399
2022-05-01,Fluvial/Marítima,Bolivia,466
2022-05-01,Fluvial/Marítima,Brasil,1290
2022-05-01,Fluvial/Marítima,Chile,377
2022-05-01,Fluvial/Marítima,Paraguay,-1753
2022-05-01,Fluvial/Marítima,Uruguay,5050
2022-05-01,Fluvial/Marítima,EE.UU. y Canadá,775
2022-05-01,Fluvial/Marítima,Resto de América,1462
2022-05-01,Fluvial/Marítima,Europa,1545
2022-05-01,Fluvial/Marítima,Resto del mundo,208
2022-05-01,Terrestre,Bolivia,-940
2022-05-01,Terrestre,Brasil,-7096
2022-05-01,Terrestre,Chile,-11291
2022-05-01,Terrestre,Paraguay,-22965
2022-05-01,Terrestre,Uruguay,5247
2022-05-01,Terrestre,EE.UU. y Canadá,1560
2022-05-01,Terrestre,Resto de América,3311
2022-05-01,Terrestre,Europa,5412
2022-05-01,Terrestre,Resto del mundo,907
2022-06-01,Aérea,Bolivia,660
2022-06-01,Aérea,Brasil,12672
2022-06-01,Aérea,Chile,941
2022-06-01,Aérea,Paraguay,-721
2022-06-01,Aérea,Uruguay,-574
2022-06-01,Aérea,EE.UU. y Canadá,-22076
2022-06-01,Aérea,Resto de América,-35518
2022-06-01,Aérea,Europa,-36751
2022-06-01,Aérea,Resto del mundo,-2059
2022-06-01,Fluvial/Marítima,Bolivia,116
2022-06-01,Fluvial/Marítima,Brasil,3956
2022-06-01,Fluvial/Marítima,Chile,360
2022-06-01,Fluvial/Marítima,Paraguay,-1284
2022-06-01,Fluvial/Marítima,Uruguay,-2747
2022-06-01,Fluvial/Marítima,EE.UU. y Canadá,940
2022-06-01,Fluvial/Marítima,Resto de América,1272
2022-06-01,Fluvial/Marítima,Europa,1142
2022-06-01,Fluvial/Marítima,Resto del mundo,258
2022-06-01,Terrestre,Bolivia,-2166
2022-06-01,Terrestre,Brasil,-3502
2022-06-01,Terrestre,Chile,-9603
2022-06-01,Terrestre,Paraguay,-23455
2022-06-01,Terrestre,Uruguay,-1383
2022-06-01,Terrestre,EE.UU. y Canadá,1576
2022-06-01,Terrestre,Resto de América,3195
2022-06-01,Terrestre,Europa,3252
2022-06-01,Terrestre,Resto del mundo,620
2022-07-01,Aérea,Bolivia,1468
2022-07-01,Aérea,Brasil,19804
2022-07-01,Aérea,Chile,4989
2022-07-01,Aérea,Paraguay,426
2022-07-01,Aérea,Uruguay,1083
2022-07-01,Aérea,EE.UU. y Canadá,-18455
2022-07-01,Aérea,Resto de América,-32561
2022-07-01,Aérea,Europa,-39004
2022-07-01,Aérea,Resto del mundo,-2229
2022-07-01,Fluvial/Marítima,Bolivia,684
2022-07-01,Fluvial/Marítima,Brasil,5960
2022-07-01,Fluvial/Marítima,Chile,760
2022-07-01,Fluvial/Marítima,Paraguay,-4341
2022-07-01,Fluvial/Marítima,Uruguay,11292
2022-07-01,Fluvial/Marítima,EE.UU. y Canadá,1327
2022-07-01,Fluvial/Marítima,Resto de América,2622
2022-07-01,Fluvial/Marítima,Europa,1567
2022-07-01,Fluvial/Marítima,Resto del mundo,327
2022-07-01,Terrestre,Bolivia,-5776
2022-07-01,Terrestre,Brasil,-29870
2022-07-01,Terrestre,Chile,-6761
2022-07-01,Terrestre,Paraguay,-33689
2022-07-01,Terrestre,Uruguay,30009
2022-07-01,Terrestre,EE.UU. y Canadá,1718
2022-07-01,Terrestre,Resto de América,3576
2022-07-01,Terrestre,Europa,4318
2022-07-01,Terrestre,Resto del mundo,554
2022-08-01,Aérea,Bolivia,1013
2022-08-01,Aérea,Brasil,15793
2022-08-01,Aérea,Chile,6718
2022-08-01,Aérea,Paraguay,456
2022-08-01,Aérea,Uruguay,-122
2022-08-01,Aérea,EE.UU. y Canadá,-22481
2022-08-01,Aérea,Resto de América,-32320
2022-08-01,Aérea,Europa,-46237
2022-08-01,Aérea,Resto del mundo,-1809
2022-08-01,Fluvial/Marítima,Bolivia,-342
2022-08-01,Fluvial/Marítima,Brasil,4866
2022-08-01,Fluvial/Marítima,Chile,514
2022-08-01,Fluvial/Marítima,Paraguay,-2909
2022-08-01,Fluvial/Marítima,Uruguay,10050
2022-08-01,Fluvial/Marítima,EE.UU. y Canadá,1164
2022-08-01,Fluvial/Marítima,Resto de América,2861
2022-08-01,Fluvial/Marítima,Europa,1912
2022-08-01,Fluvial/Marítima,Resto del mundo,301
2022-08-01,Terrestre,Bolivia,-8943
2022-08-01,Terrestre,Brasil,-4807
2022-08-01,Terrestre,Chile,-11881
2022-08-01,Terrestre,Paraguay,-17313
2022-08-01,Terrestre,Uruguay,21898
2022-08-01,Terrestre,EE.UU. y Canadá,1638
2022-08-01,Terrestre,Resto de América,4336
2022-08-01,Terrestre,Europa,6340
2022-08-01,Terrestre,Resto del mundo,674
2022-09-01,Aérea,Bolivia,2260
2022-09-01,Aérea,Brasil,5103
2022-09-01,Aérea,Chile,4437
2022-09-01,Aérea,Paraguay,-770
2022-09-01,Aérea,Uruguay,-754
2022-09-01,Aérea,EE.UU. y Canadá,-23577
2022-09-01,Aérea,Resto de América,-21556
2022-09-01,Aérea,Europa,-53990
2022-09-01,Aérea,Resto del mundo,-3330
2022-09-01,Fluvial/Marítima,Bolivia,-497
2022-09-01,Fluvial/Marítima,Brasil,6464
2022-09-01,Fluvial/Marítima,Chile,760
2022-09-01,Fluvial/Marítima,Paraguay,-1736
2022-09-01,Fluvial/Marítima,Uruguay,13223
2022-09-01,Fluvial/Marítima,EE.UU. y Canadá,1216
2022-09-01,Fluvial/Marítima,Resto de América,3620
2022-09-01,Fluvial/Marítima,Europa,2206
2022-09-01,Fluvial/Marítima,Resto del mundo,380
2022-09-01,Terrestre,Bolivia,-7506
2022-09-01,Terrestre,Brasil,-1135
2022-09-01,Terrestre,Chile,-13962
2022-09-01,Terrestre,Paraguay,-14110
2022-09-01,Terrestre,Uruguay,33607
2022-09-01,Terrestre,EE.UU. y Canadá,1949
2022-09-01,Terrestre,Resto de América,6249
2022-09-01,Terrestre,Europa,5380
2022-09-01,Terrestre,Resto del mundo,1102
2022-10-01,Aérea,Bolivia,3554
2022-10-01,Aérea,Brasil,-4834
2022-10-01,Aérea,Chile,2531
2022-10-01,Aérea,Paraguay,-181
2022-10-01,Aérea,Uruguay,-697
2022-10-01,Aérea,EE.UU. y Canadá,-28011
2022-10-01,Aérea,Resto de América,-20496
2022-10-01,Aérea,Europa,-38771
2022-10-01,Aérea,Resto del mundo,-1081
2022-10-01,Fluvial/Marítima,Bolivia,785
2022-10-01,Fluvial/Marítima,Brasil,4011
2022-10-01,Fluvial/Marítima,Chile,838
2022-10-01,Fluvial/Marítima,Paraguay,-2465
2022-10-01,Fluvial/Marítima,Uruguay,-4539
2022-10-01,Fluvial/Marítima,EE.UU. y Canadá,2034
2022-10-01,Fluvial/Marítima,Resto de América,5071
2022-10-01,Fluvial/Marítima,Europa,4230
2022-10-01,Fluvial/Marítima,Resto del mundo,580
2022-10-01,Terrestre,Bolivia,-2811
2022-10-01,Terrestre,Brasil,-15186
2022-10-01,Terrestre,Chile,-33275
2022-10-01,Terrestre,Paraguay,-18946
2022-10-01,Terrestre,Uruguay,12045
2022-10-01,Terrestre,EE.UU. y Canadá,3883
2022-10-01,Terrestre,Resto de América,5560
2022-10-01,Terrestre,Europa,12056
2022-10-01,Terrestre,Resto del mundo,1968
2022-11-01,Aérea,Bolivia,5348
2022-11-01,Aérea,Brasil,4125
2022-11-01,Aérea,Chile,11877
2022-11-01,Aérea,Paraguay,505
2022-11-01,Aérea,Uruguay,-2143
2022-11-01,Aérea,EE.UU. y Canadá,-5873
2022-11-01,Aérea,Resto de América,-11590
2022-11-01,Aérea,Europa,-7412
2022-11-01,Aérea,Resto del mundo,-1431
2022-11-01,Fluvial/Marítima,Bolivia,805
2022-11-01,Fluvial/Marítima,Brasil,4971
2022-11-01,Fluvial/Marítima,Chile,887
2022-11-01,Fluvial/Marítima,Paraguay,-2366
2022-11-01,Fluvial/Marítima,Uruguay,-1041
2022-11-01,Fluvial/Marítima,EE.UU. y Canadá,4082
2022-11-01,Fluvial/Marítima,Resto de América,4989
2022-11-01,Fluvial/Marítima,Europa,8311
2022-11-01,Fluvial/Marítima,Resto del mundo,1189
2022-11-01,Terrestre,Bolivia,-3974
2022-11-01,Terrestre,Brasil,-10515
2022-11-01,Terrestre,Chile,-14151
2022-11-01,Terrestre,Paraguay,-12510
2022-11-01,Terrestre,Uruguay,16756
2022-11-01,Terrestre,EE.UU. y Canadá,7703
2022-11-01,Terrestre,Resto de América,6608
2022-11-01,Terrestre,Europa,24045
2022-11-01,Terrestre,Resto del mundo,3737
2022-12-01,Aérea,Bolivia,3372
2022-12-01,Aérea,Brasil,-2615
2022-12-01,Aérea,Chile,9533
2022-12-01,Aérea,Paraguay,-390
2022-12-01,Aérea,Uruguay,-2239
2022-12-01,Aérea,EE.UU. y Canadá,15750
2022-12-01,Aérea,Resto de América,-7429
2022-12-01,Aérea,Europa,20000
2022-12-01,Aérea,Resto del mundo,-11703
2022-12-01,Fluvial/Marítima,Bolivia,1802
2022-12-01,Fluvial/Marítima,Brasil,5516
2022-12-01,Fluvial/Marítima,Chile,1276
2022-12-01,Fluvial/Marítima,Paraguay,-3328
2022-12-01,Fluvial/Marítima,Uruguay,-30919
2022-12-01,Fluvial/Marítima,EE.UU. y Canadá,18097
2022-12-01,Fluvial/Marítima,Resto de América,8862
2022-12-01,Fluvial/Marítima,Europa,9328
2022-12-01,Fluvial/Marítima,Resto del mundo,2075
2022-12-01,Terrestre,Bolivia,-569
2022-12-01,Terrestre,Brasil,-16268
2022-12-01,Terrestre,Chile,-19191
2022-12-01,Terrestre,Paraguay,-10514
2022-12-01,Terrestre,Uruguay,-5894
2022-12-01,Terrestre,EE.UU. y Canadá,8636
2022-12-01,Terrestre,Resto de América,6775
2022-12-01,Terrestre,Europa,19787
2022-12-01,Terrestre,Resto del mundo,6417
2023-01-01,Aérea,Bolivia,4161
2023-01-01,Aérea,Brasil,-42219
2023-01-01,Aérea,Chile,4846
2023-01-01,Aérea,Paraguay,-1240
2023-01-01,Aérea,Uruguay,-757
2023-01-01,Aérea,EE.UU. y Canadá,15567
2023-01-01,Aérea,Resto de América,-25289
2023-01-01,Aérea,Europa,29130
2023-01-01,Aérea,Resto del mundo,-293
2023-01-01,Fluvial/Marítima,Bolivia,2232
2023-01-01,Fluvial/Marítima,Brasil,16688
2023-01-01,Fluvial/Marítima,Chile,1624
2023-01-01,Fluvial/Marítima,Paraguay,-15473
2023-01-01,Fluvial/Marítima,Uruguay,-92423
2023-01-01,Fluvial/Marítima,EE.UU. y Canadá,22770
2023-01-01,Fluvial/Marítima,Resto de América,7101
2023-01-01,Fluvial/Marítima,Europa,13224
2023-01-01,Fluvial/Marítima,Resto del mundo,2811
2023-01-01,Terrestre,Bolivia,-11226
2023-01-01,Terrestre,Brasil,-252775
2023-01-01,Terrestre,Chile,-121409
2023-01-01,Terrestre,Paraguay,-100140
2023-01-01,Terrestre,Uruguay,-74872
2023-01-01,Terrestre,EE.UU. y Canadá,11189
2023-01-01,Terrestre,Resto de América,9226
2023-01-01,Terrestre,Europa,27091
2023-01-01,Terrestre,Resto del mundo,10582
2023-02-01,Aérea,Bolivia,-664
2023-02-01,Aérea,Brasil,-65881
2023-02-01,Aérea,Chile,16975
2023-02-01,Aérea,Paraguay,-114
2023-02-01,Aérea,Uruguay,-2864
2023-02-01,Aérea,EE.UU. y Canadá,-11004
2023-02-01,Aérea,Resto de América,-42086
2023-02-01,Aérea,Europa,12801
2023-02-01,Aérea,Resto del mundo,-1052
2023-02-01,Fluvial/Marítima,Bolivia,-1200
2023-02-01,Fluvial/Marítima,Brasil,14319
2023-02-01,Fluvial/Marítima,Chile,3494
2023-02-01,Fluvial/Marítima,Paraguay,-7257
2023-02-01,Fluvial/Marítima,Uruguay,-67369
2023-02-01,Fluvial/Marítima,EE.UU. y Canadá,28258
2023-02-01,Fluvial/Marítima,Resto de América,2235
2023-02-01,Fluvial/Marítima,Europa,16669
2023-02-01,Fluvial/Marítima,Resto del mundo,3113
2023-02-01,Terrestre,Bolivia,-36086
2023-02-01,Terrestre,Brasil,-268227
2023-02-01,Terrestre,Chile,17725
2023-02-01,Terrestre,Paraguay,-56176
2023-02-01,Terrestre,Uruguay,-78123
2023-02-01,Terrestre,EE.UU. y Canadá,10504
2023-02-01,Terrestre,Resto de América,6389
2023-02-01,Terrestre,Europa,26433
2023-02-01,Terrestre,Resto del mundo,9673
2023-03-01,Aérea,Bolivia,2383
2023-03-01,Aérea,Brasil,-44612
2023-03-01,Aérea,Chile,15077
2023-03-01,Aérea,Paraguay,396
2023-03-01,Aérea,Uruguay,1309
2023-03-01,Aérea,EE.UU. y Canadá,-3233
2023-03-01,Aérea,Resto de América,-24078
2023-03-01,Aérea,Europa,26767
2023-03-01,Aérea,Resto del mundo,1540
2023-03-01,Fluvial/Marítima,Bolivia,-265
2023-03-01,Fluvial/Marítima,Brasil,4771
2023-03-01,Fluvial/Marítima,Chile,2354
2023-03-01,Fluvial/Marítima,Paraguay,-2541
2023-03-01,Fluvial/Marítima,Uruguay,-32243
2023-03-01,Fluvial/Marítima,EE.UU. y Canadá,23985
2023-03-01,Fluvial/Marítima,Resto de América,5862
2023-03-01,Fluvial/Marítima,Europa,16729
2023-03-01,Fluvial/Marítima,Resto del mundo,2747
2023-03-01,Terrestre,Bolivia,-18100
