indice_tiempo,medio_de_transporte,pais,balanza
2017-10-01,Fluvial/Marítima,Brasil,5827
2017-10-01,Fluvial/Marítima,Chile,1036
2017-10-01,Fluvial/Marítima,Paraguay,-4866
2017-10-01,Fluvial/Marítima,Uruguay,-16285
2017-10-01,Fluvial/Marítima,EE.UU. y Canadá,2734
2017-10-01,Fluvial/Marítima,Resto de América,4319
2017-10-01,Fluvial/Marítima,Europa,6659
2017-10-01,Fluvial/Marítima,Resto del mundo,1749
2017-10-01,Terrestre,Bolivia,-1011
2017-10-01,Terrestre,Brasil,-29368
2017-10-01,Terrestre,Chile,-90876
2017-10-01,Terrestre,Paraguay,-36237
2017-10-01,Terrestre,Uruguay,-26289
2017-10-01,Terrestre,EE.UU. y Canadá,3027
2017-10-01,Terrestre,Resto de América,10452
2017-10-01,Terrestre,Europa,18173
2017-10-01,Terrestre,Resto del mundo,5223
2017-11-01,Aérea,Bolivia,2399
2017-11-01,Aérea,Brasil,-18324
2017-11-01,Aérea,Chile,-22659
2017-11-01,Aérea,Paraguay,1736
2017-11-01,Aérea,Uruguay,-3768
2017-11-01,Aérea,EE.UU. y Canadá,-35654
2017-11-01,Aérea,Resto de América,-23963
2017-11-01,Aérea,Europa,423
2017-11-01,Aérea,Resto del mundo,-561
2017-11-01,Fluvial/Marítima,Bolivia,-7873
2017-11-01,Fluvial/Marítima,Brasil,4257
2017-11-01,Fluvial/Marítima,Chile,-77
2017-11-01,Fluvial/Marítima,Paraguay,-4330
2017-11-01,Fluvial/Marítima,Uruguay,-26284
2017-11-01,Fluvial/Marítima,EE.UU. y Canadá,5231
2017-11-01,Fluvial/Marítima,Resto de América,4462
2017-11-01,Fluvial/Marítima,Europa,12028
2017-11-01,Fluvial/Marítima,Resto del mundo,2688
2017-11-01,Terrestre,Bolivia,-1980
2017-11-01,Terrestre,Brasil,-32972
2017-11-01,Terrestre,Chile,-89764
2017-11-01,Terrestre,Paraguay,-37755
2017-11-01,Terrestre,Uruguay,-35690
2017-11-01,Terrestre,EE.UU. y Canadá,4933
2017-11-01,Terrestre,Resto de América,10956
2017-11-01,Terrestre,Europa,34727
2017-11-01,Terrestre,Resto del mundo,6068
2017-12-01,Aérea,Bolivia,4585
2017-12-01,Aérea,Brasil,-33485
2017-12-01,Aérea,Chile,-20989
2017-12-01,Aérea,Paraguay,2542
2017-12-01,Aérea,Uruguay,-5941
2017-12-01,Aérea,EE.UU. y Canadá,-27187
2017-12-01,Aérea,Resto de América,-15791
2017-12-01,Aérea,Europa,25103
2017-12-01,Aérea,Resto del mundo,7866
2017-12-01,Fluvial/Marítima,Bolivia,-8148
2017-12-01,Fluvial/Marítima,Brasil,3618
2017-12-01,Fluvial/Marítima,Chile,-10862
2017-12-01,Fluvial/Marítima,Paraguay,311
2017-12-01,Fluvial/Marítima,Uruguay,-35491
2017-12-01,Fluvial/Marítima,EE.UU. y Canadá,12907
2017-12-01,Fluvial/Marítima,Resto de América,10097
2017-12-01,Fluvial/Marítima,Europa,13915
2017-12-01,Fluvial/Marítima,Resto del mundo,4426
2017-12-01,Terrestre,Bolivia,12926
2017-12-01,Terrestre,Brasil,-31697
2017-12-01,Terrestre,Chile,-84990
2017-12-01,Terrestre,Paraguay,40261
2017-12-01,Terrestre,Uruguay,-48318
2017-12-01,Terrestre,EE.UU. y Canadá,6299
2017-12-01,Terrestre,Resto de América,14610
2017-12-01,Terrestre,Europa,29328
2017-12-01,Terrestre,Resto del mundo,9787
2018-01-01,Aérea,Bolivia,2527
2018-01-01,Aérea,Brasil,-91604
2018-01-01,Aérea,Chile,-38532
2018-01-01,Aérea,Paraguay,1917
2018-01-01,Aérea,Uruguay,-23517
2018-01-01,Aérea,EE.UU. y Canadá,-26108
2018-01-01,Aérea,Resto de América,-59713
2018-01-01,Aérea,Europa,27281
2018-01-01,Aérea,Resto del mundo,4544
2018-01-01,Fluvial/Marítima,Bolivia,-6394
2018-01-01,Fluvial/Marítima,Brasil,15799
2018-01-01,Fluvial/Marítima,Chile,-10113
2018-01-01,Fluvial/Marítima,Paraguay,-12332
2018-01-01,Fluvial/Marítima,Uruguay,-112875
2018-01-01,Fluvial/Marítima,EE.UU. y Canadá,18031
2018-01-01,Fluvial/Marítima,Resto de América,2221
2018-01-01,Fluvial/Marítima,Europa,18468
2018-01-01,Fluvial/Marítima,Resto del mundo,5428
2018-01-01,Terrestre,Bolivia,8371
2018-01-01,Terrestre,Brasil,-326270
2018-01-01,Terrestre,Chile,-286438
2018-01-01,Terrestre,Paraguay,-129615
2018-01-01,Terrestre,Uruguay,-223052
2018-01-01,Terrestre,EE.UU. y Canadá,7357
2018-01-01,Terrestre,Resto de América,12520
2018-01-01,Terrestre,Europa,32987
2018-01-01,Terrestre,Resto del mundo,15590
2018-02-01,Aérea,Bolivia,-329
2018-02-01,Aérea,Brasil,-110766
2018-02-01,Aérea,Chile,-34332
2018-02-01,Aérea,Paraguay,-402
2018-02-01,Aérea,Uruguay,-11905
2018-02-01,Aérea,EE.UU. y Canadá,-54225
2018-02-01,Aérea,Resto de América,-75065
2018-02-01,Aérea,Europa,1809
2018-02-01,Aérea,Resto del mundo,-3178
2018-02-01,Fluvial/Marítima,Bolivia,-5444
2018-02-01,Fluvial/Marítima,Brasil,882
2018-02-01,Fluvial/Marítima,Chile,-9637
2018-02-01,Fluvial/Marítima,Paraguay,-6046
2018-02-01,Fluvial/Marítima,Uruguay,-99265
2018-02-01,Fluvial/Marítima,EE.UU. y Canadá,19163
2018-02-01,Fluvial/Marítima,Resto de América,-5812
2018-02-01,Fluvial/Marítima,Europa,20163
2018-02-01,Fluvial/Marítima,Resto del mundo,6343
2018-02-01,Terrestre,Bolivia,-16100
2018-02-01,Terrestre,Brasil,-311233
2018-02-01,Terrestre,Chile,-180594
2018-02-01,Terrestre,Paraguay,-101552
2018-02-01,Terrestre,Uruguay,-206810
2018-02-01,Terrestre,EE.UU. y Canadá,6556
2018-02-01,Terrestre,Resto de América,9039
2018-02-01,Terrestre,Europa,31242
2018-02-01,Terrestre,Resto del mundo,13003
2018-03-01,Aérea,Bolivia,1202
2018-03-01,Aérea,Brasil,-104140
2018-03-01,Aérea,Chile,-19301
2018-03-01,Aérea,Paraguay,2533
2018-03-01,Aérea,Uruguay,-3098
2018-03-01,Aérea,EE.UU. y Canadá,-45584
2018-03-01,Aérea,Resto de América,-70656
2018-03-01,Aérea,Europa,4421
2018-03-01,Aérea,Resto del mundo,-5162
2018-03-01,Fluvial/Marítima,Bolivia,1834
2018-03-01,Fluvial/Marítima,Brasil,4625
2018-03-01,Fluvial/Marítima,Chile,-4045
2018-03-01,Fluvial/Marítima,Paraguay,-4277
2018-03-01,Fluvial/Marítima,Uruguay,-27430
2018-03-01,Fluvial/Marítima,EE.UU. y Canadá,12496
2018-03-01,Fluvial/Marítima,Resto de América,1818
2018-03-01,Fluvial/Marítima,Europa,13001
2018-03-01,Fluvial/Marítima,Resto del mundo,3328
2018-03-01,Terrestre,Bolivia,-5084
2018-03-01,Terrestre,Brasil,-144891
2018-03-01,Terrestre,Chile,-77825
2018-03-01,Terrestre,Paraguay,-27791
2018-03-01,Terrestre,Uruguay,-48588
2018-03-01,Terrestre,EE.UU. y Canadá,6633
2018-03-01,Terrestre,Resto de América,9637
2018-03-01,Terrestre,Europa,30750
2018-03-01,Terrestre,Resto del mundo,9229
2018-04-01,Aérea,Bolivia,2286
2018-04-01,Aérea,Brasil,-59087
2018-04-01,Aérea,Chile,-18855
2018-04-01,Aérea,Paraguay,828
2018-04-01,Aérea,Uruguay,-2452
2018-04-01,Aérea,EE.UU. y Canadá,-43598
2018-04-01,Aérea,Resto de América,-65069
2018-04-01,Aérea,Europa,1978
2018-04-01,Aérea,Resto del mundo,-13588
2018-04-01,Fluvial/Marítima,Bolivia,2488
2018-04-01,Fluvial/Marítima,Brasil,225
2018-04-01,Fluvial/Marítima,Chile,-507
2018-04-01,Fluvial/Marítima,Paraguay,-4773
2018-04-01,Fluvial/Marítima,Uruguay,-29352
2018-04-01,Fluvial/Marítima,EE.UU. y Canadá,2011
2018-04-01,Fluvial/Marítima,Resto de América,1721
2018-04-01,Fluvial/Marítima,Europa,5487
2018-04-01,Fluvial/Marítima,Resto del mundo,1426
2018-04-01,Terrestre,Bolivia,-465
2018-04-01,Terrestre,Brasil,-70687
2018-04-01,Terrestre,Chile,-99095
2018-04-01,Terrestre,Paraguay,-92402
2018-04-01,Terrestre,Uruguay,-82136
2018-04-01,Terrestre,EE.UU. y Canadá,3768
2018-04-01,Terrestre,Resto de América,7631
2018-04-01,Terrestre,Europa,17118
2018-04-01,Terrestre,Resto del mundo,6023
2018-05-01,Aérea,Bolivia,1657
2018-05-01,Aérea,Brasil,-11281
2018-05-01,Aérea,Chile,-9989
2018-05-01,Aérea,Paraguay,897
2018-05-01,Aérea,Uruguay,-1945
2018-05-01,Aérea,EE.UU. y Canadá,-65094
2018-05-01,Aérea,Resto de América,-64007
2018-05-01,Aérea,Europa,-45320
2018-05-01,Aérea,Resto del mundo,-5162
2018-05-01,Fluvial/Marítima,Bolivia,2665
2018-05-01,Fluvial/Marítima,Brasil,1938
2018-05-01,Fluvial/Marítima,Chile,702
2018-05-01,Fluvial/Marítima,Paraguay,-2941
2018-05-01,Fluvial/Marítima,Uruguay,-8488
2018-05-01,Fluvial/Marítima,EE.UU. y Canadá,1357
2018-05-01,Fluvial/Marítima,Resto de América,858
2018-05-01,Fluvial/Marítima,Europa,3082
2018-05-01,Fluvial/Marítima,Resto del mundo,1216
2018-05-01,Terrestre,Bolivia,4329
2018-05-01,Terrestre,Brasil,-25471
2018-05-01,Terrestre,Chile,-46447
2018-05-01,Terrestre,Paraguay,-58653
2018-05-01,Terrestre,Uruguay,-30167
2018-05-01,Terrestre,EE.UU. y Canadá,2087
2018-05-01,Terrestre,Resto de América,8434
2018-05-01,Terrestre,Europa,11548
2018-05-01,Terrestre,Resto del mundo,3550
2018-06-01,Aérea,Bolivia,1414
2018-06-01,Aérea,Brasil,22436
2018-06-01,Aérea,Chile,-3401
2018-06-01,Aérea,Paraguay,912
2018-06-01,Aérea,Uruguay,328
2018-06-01,Aérea,EE.UU. y Canadá,-60829
2018-06-01,Aérea,Resto de América,-50198
2018-06-01,Aérea,Europa,-65896
2018-06-01,Aérea,Resto del mundo,-5186
2018-06-01,Fluvial/Marítima,Bolivia,1982
2018-06-01,Fluvial/Marítima,Brasil,4636
2018-06-01,Fluvial/Marítima,Chile,518
2018-06-01,Fluvial/Marítima,Paraguay,-2062
2018-06-01,Fluvial/Marítima,Uruguay,179
2018-06-01,Fluvial/Marítima,EE.UU. y Canadá,1872
2018-06-01,Fluvial/Marítima,Resto de América,2501
2018-06-01,Fluvial/Marítima,Europa,2504
2018-06-01,Fluvial/Marítima,Resto del mundo,1039
2018-06-01,Terrestre,Bolivia,5182
2018-06-01,Terrestre,Brasil,-17596
2018-06-01,Terrestre,Chile,-9993
2018-06-01,Terrestre,Paraguay,-36876
2018-06-01,Terrestre,Uruguay,-10008
2018-06-01,Terrestre,EE.UU. y Canadá,1584
2018-06-01,Terrestre,Resto de América,7008
2018-06-01,Terrestre,Europa,6713
2018-06-01,Terrestre,Resto del mundo,2412
2018-07-01,Aérea,Bolivia,1957
2018-07-01,Aérea,Brasil,32982
2018-07-01,Aérea,Chile,-5767
2018-07-01,Aérea,Paraguay,2375
2018-07-01,Aérea,Uruguay,-191
2018-07-01,Aérea,EE.UU. y Canadá,-52949
2018-07-01,Aérea,Resto de América,-50473
2018-07-01,Aérea,Europa,-69208
2018-07-01,Aérea,Resto del mundo,-2027
2018-07-01,Fluvial/Marítima,Bolivia,2856
2018-07-01,Fluvial/Marítima,Brasil,7776
2018-07-01,Fluvial/Marítima,Chile,1001
2018-07-01,Fluvial/Marítima,Paraguay,-5642
2018-07-01,Fluvial/Marítima,Uruguay,-867
2018-07-01,Fluvial/Marítima,EE.UU. y Canadá,1020
2018-07-01,Fluvial/Marítima,Resto de América,65
2018-07-01,Fluvial/Marítima,Europa,2432
2018-07-01,Fluvial/Marítima,Resto del mundo,886
2018-07-01,Terrestre,Bolivia,1946
2018-07-01,Terrestre,Brasil,-76906
2018-07-01,Terrestre,Chile,-13432
2018-07-01,Terrestre,Paraguay,-53020
2018-07-01,Terrestre,Uruguay,-15961
2018-07-01,Terrestre,EE.UU. y Canadá,1702
2018-07-01,Terrestre,Resto de América,9739
2018-07-01,Terrestre,Europa,9916
2018-07-01,Terrestre,Resto del mundo,2950
2018-08-01,Aérea,Bolivia,1114
2018-08-01,Aérea,Brasil,19368
2018-08-01,Aérea,Chile,-942
2018-08-01,Aérea,Paraguay,1467
2018-08-01,Aérea,Uruguay,446
2018-08-01,Aérea,EE.UU. y Canadá,-46603
2018-08-01,Aérea,Resto de América,-32700
2018-08-01,Aérea,Europa,-49926
2018-08-01,Aérea,Resto del mundo,-208
2018-08-01,Fluvial/Marítima,Bolivia,303
2018-08-01,Fluvial/Marítima,Brasil,4829
2018-08-01,Fluvial/Marítima,Chile,656
2018-08-01,Fluvial/Marítima,Paraguay,-2471
2018-08-01,Fluvial/Marítima,Uruguay,-740
2018-08-01,Fluvial/Marítima,EE.UU. y Canadá,1350
2018-08-01,Fluvial/Marítima,Resto de América,2661
2018-08-01,Fluvial/Marítima,Europa,3557
2018-08-01,Fluvial/Marítima,Resto del mundo,894
2018-08-01,Terrestre,Bolivia,-3744
2018-08-01,Terrestre,Brasil,-32814
2018-08-01,Terrestre,Chile,-18095
2018-08-01,Terrestre,Paraguay,-26169
2018-08-01,Terrestre,Uruguay,-8651
2018-08-01,Terrestre,EE.UU. y Canadá,1508
2018-08-01,Terrestre,Resto de América,9115
2018-08-01,Terrestre,Europa,12979
2018-08-01,Terrestre,Resto del mundo,2731
2018-09-01,Aérea,Bolivia,2057
2018-09-01,Aérea,Brasil,2049
2018-09-01,Aérea,Chile,12860
2018-09-01,Aérea,Paraguay,808
2018-09-01,Aérea,Uruguay,582
2018-09-01,Aérea,EE.UU. y Canadá,-46522
2018-09-01,Aérea,Resto de América,-26530
2018-09-01,Aérea,Europa,-48254
2018-09-01,Aérea,Resto del mundo,-124
2018-09-01,Fluvial/Marítima,Bolivia,1289
2018-09-01,Fluvial/Marítima,Brasil,6037
2018-09-01,Fluvial/Marítima,Chile,1261
2018-09-01,Fluvial/Marítima,Paraguay,-1715
2018-09-01,Fluvial/Marítima,Uruguay,9467
2018-09-01,Fluvial/Marítima,EE.UU. y Canadá,1581
2018-09-01,Fluvial/Marítima,Resto de América,4312
2018-09-01,Fluvial/Marítima,Europa,4112
2018-09-01,Fluvial/Marítima,Resto del mundo,1283
2018-09-01,Terrestre,Bolivia,1920
2018-09-01,Terrestre,Brasil,-21419
2018-09-01,Terrestre,Chile,24948
2018-09-01,Terrestre,Paraguay,-11254
2018-09-01,Terrestre,Uruguay,14902
2018-09-01,Terrestre,EE.UU. y Canadá,2083
2018-09-01,Terrestre,Resto de América,9523
2018-09-01,Terrestre,Europa,11643
2018-09-01,Terrestre,Resto del mundo,4187
2018-10-01,Aérea,Bolivia,2652
2018-10-01,Aérea,Brasil,-7066
2018-10-01,Aérea,Chile,8215
2018-10-01,Aérea,Paraguay,1594
2018-10-01,Aérea,Uruguay,-606
2018-10-01,Aérea,EE.UU. y Canadá,-41183
2018-10-01,Aérea,Resto de América,-19009
2018-10-01,Aérea,Europa,-43510
2018-10-01,Aérea,Resto del mundo,4389
2018-10-01,Fluvial/Marítima,Bolivia,2163
2018-10-01,Fluvial/Marítima,Brasil,4835
2018-10-01,Fluvial/Marítima,Chile,866
2018-10-01,Fluvial/Marítima,Paraguay,-1964
2018-10-01,Fluvial/Marítima,Uruguay,647
2018-10-01,Fluvial/Marítima,EE.UU. y Canadá,3237
2018-10-01,Fluvial/Marítima,Resto de América,5485
2018-10-01,Fluvial/Marítima,Europa,6384
2018-10-01,Fluvial/Marítima,Resto del mundo,1958
2018-10-01,Terrestre,Bolivia,8763
2018-10-01,Terrestre,Brasil,-27701
2018-10-01,Terrestre,Chile,-5069
2018-10-01,Terrestre,Paraguay,-9070
2018-10-01,Terrestre,Uruguay,-4893
2018-10-01,Terrestre,EE.UU. y Canadá,3691
2018-10-01,Terrestre,Resto de América,12146
2018-10-01,Terrestre,Europa,20900
2018-10-01,Terrestre,Resto del mundo,5285
2018-11-01,Aérea,Bolivia,3726
2018-11-01,Aérea,Brasil,4925
2018-11-01,Aérea,Chile,16612
2018-11-01,Aérea,Paraguay,1574
2018-11-01,Aérea,Uruguay,-1597
2018-11-01,Aérea,EE.UU. y Canadá,-20260
2018-11-01,Aérea,Resto de América,-18298
2018-11-01,Aérea,Europa,12881
2018-11-01,Aérea,Resto del mundo,-1605
2018-11-01,Fluvial/Marítima,Bolivia,659
2018-11-01,Fluvial/Marítima,Brasil,3770
2018-11-01,Fluvial/Marítima,Chile,763
2018-11-01,Fluvial/Marítima,Paraguay,-1481
2018-11-01,Fluvial/Marítima,Uruguay,-3671
2018-11-01,Fluvial/Marítima,EE.UU. y Canadá,4671
2018-11-01,Fluvial/Marítima,Resto de América,5945
2018-11-01,Fluvial/Marítima,Europa,11939
2018-11-01,Fluvial/Marítima,Resto del mundo,2344
2018-11-01,Terrestre,Bolivia,3398
2018-11-01,Terrestre,Brasil,-14918
2018-11-01,Terrestre,Chile,5678
2018-11-01,Terrestre,Paraguay,-15734
2018-11-01,Terrestre,Uruguay,-9257
2018-11-01,Terrestre,EE.UU. y Canadá,6651
2018-11-01,Terrestre,Resto de América,13631
2018-11-01,Terrestre,Europa,40694
2018-11-01,Terrestre,Resto del mundo,6955
2018-12-01,Aérea,Bolivia,4519
2018-12-01,Aérea,Brasil,-1576
2018-12-01,Aérea,Chile,6368
2018-12-01,Aérea,Paraguay,2590
2018-12-01,Aérea,Uruguay,-3623
2018-12-01,Aérea,EE.UU. y Canadá,-15167
2018-12-01,Aérea,Resto de América,-6982
2018-12-01,Aérea,Europa,20655
2018-12-01,Aérea,Resto del mundo,8488
2018-12-01,Fluvial/Marítima,Bolivia,1983
2018-12-01,Fluvial/Marítima,Brasil,19962
2018-12-01,Fluvial/Marítima,Chile,468
2018-12-01,Fluvial/Marítima,Paraguay,1109
2018-12-01,Fluvial/Marítima,Uruguay,-32454
2018-12-01,Fluvial/Marítima,EE.UU. y Canadá,14549
2018-12-01,Fluvial/Marítima,Resto de América,10812
2018-12-01,Fluvial/Marítima,Europa,15798
2018-12-01,Fluvial/Marítima,Resto del mundo,5298
2018-12-01,Terrestre,Bolivia,17573
2018-12-01,Terrestre,Brasil,-21804
2018-12-01,Terrestre,Chile,-4918
2018-12-01,Terrestre,Paraguay,40811
2018-12-01,Terrestre,Uruguay,-23166
2018-12-01,Terrestre,EE.UU. y Canadá,8156
2018-12-01,Terrestre,Resto de América,15287
2018-12-01,Terrestre,Europa,32351
2018-12-01,Terrestre,Resto del mundo,10168
2019-01-01,Aérea,Bolivia,5105
2019-01-01,Aérea,Brasil,-42359
2019-01-01,Aérea,Chile,-5286
2019-01-01,Aérea,Paraguay,4051
2019-01-01,Aérea,Uruguay,-18679
2019-01-01,Aérea,EE.UU. y Canadá,-5797
2019-01-01,Aérea,Resto de América,-23174
2019-01-01,Aérea,Europa,44761
2019-01-01,Aérea,Resto del mundo,3867
2019-01-01,Fluvial/Marítima,Bolivia,1851
2019-01-01,Fluvial/Marítima,Brasil,31685
2019-01-01,Fluvial/Marítima,Chile,370
2019-01-01,Fluvial/Marítima,Paraguay,-7932
2019-01-01,Fluvial/Marítima,Uruguay,-82265
2019-01-01,Fluvial/Marítima,EE.UU. y Canadá,24202
2019-01-01,Fluvial/Marítima,Resto de América,5193
2019-01-01,Fluvial/Marítima,Europa,22705
2019-01-01,Fluvial/Marítima,Resto del mundo,7232
2019-01-01,Terrestre,Bolivia,11522
2019-01-01,Terrestre,Brasil,-153734
2019-01-01,Terrestre,Chile,-121783
2019-01-01,Terrestre,Paraguay,-83631
2019-01-01,Terrestre,Uruguay,-129364
2019-01-01,Terrestre,EE.UU. y Canadá,9206
2019-01-01,Terrestre,Resto de América,16702
2019-01-01,Terrestre,Europa,39163
2019-01-01,Terrestre,Resto del mundo,16047
2019-02-01,Aérea,Bolivia,2551
2019-02-01,Aérea,Brasil,-104218
2019-02-01,Aérea,Chile,10229
2019-02-01,Aérea,Paraguay,1918
2019-02-01,Aérea,Uruguay,-12555
2019-02-01,Aérea,EE.UU. y Canadá,-30489
2019-02-01,Aérea,Resto de América,-53728
2019-02-01,Aérea,Europa,10535
2019-02-01,Aérea,Resto del mundo,288
2019-02-01,Fluvial/Marítima,Bolivia,728
2019-02-01,Fluvial/Marítima,Brasil,14135
2019-02-01,Fluvial/Marítima,Chile,2803
2019-02-01,Fluvial/Marítima,Paraguay,-3861
2019-02-01,Fluvial/Marítima,Uruguay,-60504
2019-02-01,Fluvial/Marítima,EE.UU. y Canadá,26489
2019-02-01,Fluvial/Marítima,Resto de América,3140
2019-02-01,Fluvial/Marítima,Europa,24134
2019-02-01,Fluvial/Marítima,Resto del mundo,9272
2019-02-01,Terrestre,Bolivia,411
2019-02-01,Terrestre,Brasil,-208405
2019-02-01,Terrestre,Chile,-9860
2019-02-01,Terrestre,Paraguay,-53801
2019-02-01,Terrestre,Uruguay,-108473
2019-02-01,Terrestre,EE.UU. y Canadá,7867
2019-02-01,Terrestre,Resto de América,9752
2019-02-01,Terrestre,Europa,36651
2019-02-01,Terrestre,Resto del mundo,15507
2019-03-01,Aérea,Bolivia,2028
2019-03-01,Aérea,Brasil,-52738
2019-03-01,Aérea,Chile,1473
2019-03-01,Aérea,Paraguay,1212
2019-03-01,Aérea,Uruguay,-3344
2019-03-01,Aérea,EE.UU. y Canadá,-29568
2019-03-01,Aérea,Resto de América,-58582
2019-03-01,Aérea,Europa,19386
2019-03-01,Aérea,Resto del mundo,375
2019-03-01,Fluvial/Marítima,Bolivia,492
2019-03-01,Fluvial/Marítima,Brasil,14378
2019-03-01,Fluvial/Marítima,Chile,844
2019-03-01,Fluvial/Marítima,Paraguay,-2569
2019-03-01,Fluvial/Marítima,Uruguay,-39459
2019-03-01,Fluvial/Marítima,EE.UU. y Canadá,17482
2019-03-01,Fluvial/Marítima,Resto de América,5003
2019-03-01,Fluvial/Marítima,Europa,16616
2019-03-01,Fluvial/Marítima,Resto del mundo,5026
2019-03-01,Terrestre,Bolivia,-10364
2019-03-01,Terrestre,Brasil,-94637
2019-03-01,Terrestre,Chile,-51733
2019-03-01,Terrestre,Paraguay,-33161
2019-03-01,Terrestre,Uruguay,-61334
2019-03-01,Terrestre,EE.UU. y Canadá,7814
2019-03-01,Terrestre,Resto de América,11731
2019-03-01,Terrestre,Europa,33168
2019-03-01,Terrestre,Resto del mundo,11743
2019-04-01,Aérea,Bolivia,3170
2019-04-01,Aérea,Brasil,-23378
2019-04-01,Aérea,Chile,3028
2019-04-01,Aérea,Paraguay,3301
2019-04-01,Aérea,Uruguay,4734
2019-04-01,Aérea,EE.UU. y Canadá,-34743
2019-04-01,Aérea,Resto de América,-33830
2019-04-01,Aérea,Europa,5572
2019-04-01,Aérea,Resto del mundo,-1305
2019-04-01,Fluvial/Marítima,Bolivia,1740
2019-04-01,Fluvial/Marítima,Brasil,1310
2019-04-01,Fluvial/Marítima,Chile,712
2019-04-01,Fluvial/Marítima,Paraguay,-1168
2019-04-01,Fluvial/Marítima,Uruguay,-2785
2019-04-01,Fluvial/Marítima,EE.UU. y Canadá,3133
2019-04-01,Fluvial/Marítima,Resto de América,5238
2019-04-01,Fluvial/Marítima,Europa,7391
2019-04-01,Fluvial/Marítima,Resto del mundo,2181
2019-04-01,Terrestre,Bolivia,4119
2019-04-01,Terrestre,Brasil,-44574
2019-04-01,Terrestre,Chile,-24492
2019-04-01,Terrestre,Paraguay,-40860
2019-04-01,Terrestre,Uruguay,-11390
2019-04-01,Terrestre,EE.UU. y Canadá,4282
2019-04-01,Terrestre,Resto de América,11934
2019-04-01,Terrestre,Europa,24426
2019-04-01,Terrestre,Resto del mundo,7234
2019-05-01,Aérea,Bolivia,3026
2019-05-01,Aérea,Brasil,7543
2019-05-01,Aérea,Chile,11451
2019-05-01,Aérea,Paraguay,2186
2019-05-01,Aérea,Uruguay,1958
2019-05-01,Aérea,EE.UU. y Canadá,-53403
2019-05-01,Aérea,Resto de América,-44778
2019-05-01,Aérea,Europa,-25179
2019-05-01,Aérea,Resto del mundo,-1737
2019-05-01,Fluvial/Marítima,Bolivia,3340
2019-05-01,Fluvial/Marítima,Brasil,3550
2019-05-01,Fluvial/Marítima,Chile,649
2019-05-01,Fluvial/Marítima,Paraguay,-1409
2019-05-01,Fluvial/Marítima,Uruguay,1101
2019-05-01,Fluvial/Marítima,EE.UU. y Canadá,2129
2019-05-01,Fluvial/Marítima,Resto de América,3686
2019-05-01,Fluvial/Marítima,Europa,3724
2019-05-01,Fluvial/Marítima,Resto del mundo,1449
2019-05-01,Terrestre,Bolivia,485
2019-05-01,Terrestre,Brasil,-22131
2019-05-01,Terrestre,Chile,-6246
2019-05-01,Terrestre,Paraguay,-34584
2019-05-01,Terrestre,Uruguay,-11468
2019-05-01,Terrestre,EE.UU. y Canadá,2462
2019-05-01,Terrestre,Resto de América,9476
2019-05-01,Terrestre,Europa,12951
2019-05-01,Terrestre,Resto del mundo,4388
2019-06-01,Aérea,Bolivia,2540
2019-06-01,Aérea,Brasil,26483
2019-06-01,Aérea,Chile,8548
2019-06-01,Aérea,Paraguay,1728
2019-06-01,Aérea,Uruguay,2760
2019-06-01,Aérea,EE.UU. y Canadá,-55539
2019-06-01,Aérea,Resto de América,-39138
2019-06-01,Aérea,Europa,-50688
2019-06-01,Aérea,Resto del mundo,-4278
2019-06-01,Fluvial/Marítima,Bolivia,2561
2019-06-01,Fluvial/Marítima,Brasil,3549
2019-06-01,Fluvial/Marítima,Chile,397
2019-06-01,Fluvial/Marítima,Paraguay,-1403
2019-06-01,Fluvial/Marítima,Uruguay,-962
2019-06-01,Fluvial/Marítima,EE.UU. y Canadá,1957
2019-06-01,Fluvial/Marítima,Resto de América,3256
2019-06-01,Fluvial/Marítima,Europa,2594
2019-06-01,Fluvial/Marítima,Resto del mundo,1056
2019-06-01,Terrestre,Bolivia,-5211
2019-06-01,Terrestre,Brasil,-25754
2019-06-01,Terrestre,Chile,-9112
2019-06-01,Terrestre,Paraguay,-42338
2019-06-01,Terrestre,Uruguay,-9895
2019-06-01,Terrestre,EE.UU. y Canadá,2357
2019-06-01,Terrestre,Resto de América,9099
2019-06-01,Terrestre,Europa,7959
2019-06-01,Terrestre,Resto del mundo,2695
2019-07-01,Aérea,Bolivia,3219
2019-07-01,Aérea,Brasil,51638
2019-07-01,Aérea,Chile,9750
2019-07-01,Aérea,Paraguay,3711
2019-07-01,Aérea,Uruguay,3213
2019-07-01,Aérea,EE.UU. y Canadá,-34371
2019-07-01,Aérea,Resto de América,-36839
2019-07-01,Aérea,Europa,-48471
2019-07-01,Aérea,Resto del mundo,-2029
2019-07-01,Fluvial/Marítima,Bolivia,2836
2019-07-01,Fluvial/Marítima,Brasil,7811
2019-07-01,Fluvial/Marítima,Chile,797
2019-07-01,Fluvial/Marítima,Paraguay,-2429
2019-07-01,Fluvial/Marítima,Uruguay,3591
2019-07-01,Fluvial/Marítima,EE.UU. y Canadá,2555
2019-07-01,Fluvial/Marítima,Resto de América,4251
2019-07-01,Fluvial/Marítima,Europa,3933
2019-07-01,Fluvial/Marítima,Resto del mundo,1252
2019-07-01,Terrestre,Bolivia,-1588
2019-07-01,Terrestre,Brasil,-67441
2019-07-01,Terrestre,Chile,-20267
2019-07-01,Terrestre,Paraguay,-44871
2019-07-01,Terrestre,Uruguay,-1445
2019-07-01,Terrestre,EE.UU. y Canadá,2863
