indice_tiempo,medio_de_transporte,pais_origen,viajes_de_turistas_no_residentes
2011-10-01,Fluvial/Marítima,EE.UU. y Canadá,2607
2011-10-01,Fluvial/Marítima,Resto de América,6498
2011-10-01,Fluvial/Marítima,Europa,6967
2011-10-01,Fluvial/Marítima,Resto del mundo,1561
2011-10-01,Terrestre,Bolivia,17806
2011-10-01,Terrestre,Brasil,24785
2011-10-01,Terrestre,Chile,63683
2011-10-01,Terrestre,Paraguay,46581
2011-10-01,Terrestre,Uruguay,22760
2011-10-01,Terrestre,EE.UU. y Canadá,3533
2011-10-01,Terrestre,Resto de América,10772
2011-10-01,Terrestre,Europa,20474
2011-10-01,Terrestre,Resto del mundo,5458
2011-11-01,Aérea,Bolivia,4567
2011-11-01,Aérea,Brasil,70940
2011-11-01,Aérea,Chile,26051
2011-11-01,Aérea,Paraguay,5991
2011-11-01,Aérea,Uruguay,5829
2011-11-01,Aérea,EE.UU. y Canadá,28214
2011-11-01,Aérea,Resto de América,37832
2011-11-01,Aérea,Europa,60108
2011-11-01,Aérea,Resto del mundo,13058
2011-11-01,Fluvial/Marítima,Bolivia,3624
2011-11-01,Fluvial/Marítima,Brasil,8901
2011-11-01,Fluvial/Marítima,Chile,979
2011-11-01,Fluvial/Marítima,Paraguay,5938
2011-11-01,Fluvial/Marítima,Uruguay,34507
2011-11-01,Fluvial/Marítima,EE.UU. y Canadá,5673
2011-11-01,Fluvial/Marítima,Resto de América,6967
2011-11-01,Fluvial/Marítima,Europa,12231
2011-11-01,Fluvial/Marítima,Resto del mundo,1882
2011-11-01,Terrestre,Bolivia,15609
2011-11-01,Terrestre,Brasil,23053
2011-11-01,Terrestre,Chile,67994
2011-11-01,Terrestre,Paraguay,44848
2011-11-01,Terrestre,Uruguay,20424
2011-11-01,Terrestre,EE.UU. y Canadá,4938
2011-11-01,Terrestre,Resto de América,13159
2011-11-01,Terrestre,Europa,35644
2011-11-01,Terrestre,Resto del mundo,6987
2011-12-01,Aérea,Bolivia,6408
2011-12-01,Aérea,Brasil,55001
2011-12-01,Aérea,Chile,21136
2011-12-01,Aérea,Paraguay,10096
2011-12-01,Aérea,Uruguay,5693
2011-12-01,Aérea,EE.UU. y Canadá,29124
2011-12-01,Aérea,Resto de América,47773
2011-12-01,Aérea,Europa,62762
2011-12-01,Aérea,Resto del mundo,15863
2011-12-01,Fluvial/Marítima,Bolivia,3670
2011-12-01,Fluvial/Marítima,Brasil,29580
2011-12-01,Fluvial/Marítima,Chile,1067
2011-12-01,Fluvial/Marítima,Paraguay,8916
2011-12-01,Fluvial/Marítima,Uruguay,31139
2011-12-01,Fluvial/Marítima,EE.UU. y Canadá,6485
2011-12-01,Fluvial/Marítima,Resto de América,7821
2011-12-01,Fluvial/Marítima,Europa,16002
2011-12-01,Fluvial/Marítima,Resto del mundo,2880
2011-12-01,Terrestre,Bolivia,25344
2011-12-01,Terrestre,Brasil,24271
2011-12-01,Terrestre,Chile,67800
2011-12-01,Terrestre,Paraguay,95648
2011-12-01,Terrestre,Uruguay,21582
2011-12-01,Terrestre,EE.UU. y Canadá,6198
2011-12-01,Terrestre,Resto de América,17890
2011-12-01,Terrestre,Europa,30471
2011-12-01,Terrestre,Resto del mundo,11279
2012-01-01,Aérea,Bolivia,7336
2012-01-01,Aérea,Brasil,88318
2012-01-01,Aérea,Chile,16236
2012-01-01,Aérea,Paraguay,9222
2012-01-01,Aérea,Uruguay,2394
2012-01-01,Aérea,EE.UU. y Canadá,36877
2012-01-01,Aérea,Resto de América,38104
2012-01-01,Aérea,Europa,80742
2012-01-01,Aérea,Resto del mundo,18128
2012-01-01,Fluvial/Marítima,Bolivia,2927
2012-01-01,Fluvial/Marítima,Brasil,43340
2012-01-01,Fluvial/Marítima,Chile,2033
2012-01-01,Fluvial/Marítima,Paraguay,8601
2012-01-01,Fluvial/Marítima,Uruguay,23990
2012-01-01,Fluvial/Marítima,EE.UU. y Canadá,11838
2012-01-01,Fluvial/Marítima,Resto de América,7870
2012-01-01,Fluvial/Marítima,Europa,20349
2012-01-01,Fluvial/Marítima,Resto del mundo,3483
2012-01-01,Terrestre,Bolivia,29346
2012-01-01,Terrestre,Brasil,40253
2012-01-01,Terrestre,Chile,107370
2012-01-01,Terrestre,Paraguay,59653
2012-01-01,Terrestre,Uruguay,21196
2012-01-01,Terrestre,EE.UU. y Canadá,7277
2012-01-01,Terrestre,Resto de América,16328
2012-01-01,Terrestre,Europa,34069
2012-01-01,Terrestre,Resto del mundo,14808
2012-02-01,Aérea,Bolivia,5883
2012-02-01,Aérea,Brasil,59186
2012-02-01,Aérea,Chile,22216
2012-02-01,Aérea,Paraguay,7141
2012-02-01,Aérea,Uruguay,4056
2012-02-01,Aérea,EE.UU. y Canadá,24911
2012-02-01,Aérea,Resto de América,23612
2012-02-01,Aérea,Europa,58654
2012-02-01,Aérea,Resto del mundo,16529
2012-02-01,Fluvial/Marítima,Bolivia,1046
2012-02-01,Fluvial/Marítima,Brasil,30506
2012-02-01,Fluvial/Marítima,Chile,3457
2012-02-01,Fluvial/Marítima,Paraguay,5517
2012-02-01,Fluvial/Marítima,Uruguay,23875
2012-02-01,Fluvial/Marítima,EE.UU. y Canadá,11051
2012-02-01,Fluvial/Marítima,Resto de América,3815
2012-02-01,Fluvial/Marítima,Europa,19170
2012-02-01,Fluvial/Marítima,Resto del mundo,3315
2012-02-01,Terrestre,Bolivia,22382
2012-02-01,Terrestre,Brasil,26865
2012-02-01,Terrestre,Chile,144688
2012-02-01,Terrestre,Paraguay,57379
2012-02-01,Terrestre,Uruguay,20385
2012-02-01,Terrestre,EE.UU. y Canadá,6909
2012-02-01,Terrestre,Resto de América,9695
2012-02-01,Terrestre,Europa,31133
2012-02-01,Terrestre,Resto del mundo,13585
2012-03-01,Aérea,Bolivia,4414
2012-03-01,Aérea,Brasil,59479
2012-03-01,Aérea,Chile,22310
2012-03-01,Aérea,Paraguay,7505
2012-03-01,Aérea,Uruguay,7123
2012-03-01,Aérea,EE.UU. y Canadá,35693
2012-03-01,Aérea,Resto de América,31683
2012-03-01,Aérea,Europa,64452
2012-03-01,Aérea,Resto del mundo,16693
2012-03-01,Fluvial/Marítima,Bolivia,2669
2012-03-01,Fluvial/Marítima,Brasil,23594
2012-03-01,Fluvial/Marítima,Chile,1369
2012-03-01,Fluvial/Marítima,Paraguay,4493
2012-03-01,Fluvial/Marítima,Uruguay,30622
2012-03-01,Fluvial/Marítima,EE.UU. y Canadá,7396
2012-03-01,Fluvial/Marítima,Resto de América,4736
2012-03-01,Fluvial/Marítima,Europa,11764
2012-03-01,Fluvial/Marítima,Resto del mundo,2786
2012-03-01,Terrestre,Bolivia,14254
2012-03-01,Terrestre,Brasil,19637
2012-03-01,Terrestre,Chile,67092
2012-03-01,Terrestre,Paraguay,47612
2012-03-01,Terrestre,Uruguay,17402
2012-03-01,Terrestre,EE.UU. y Canadá,6999
2012-03-01,Terrestre,Resto de América,9017
2012-03-01,Terrestre,Europa,27806
2012-03-01,Terrestre,Resto del mundo,10608
2012-04-01,Aérea,Bolivia,4589
2012-04-01,Aérea,Brasil,70629
2012-04-01,Aérea,Chile,21376
2012-04-01,Aérea,Paraguay,8245
2012-04-01,Aérea,Uruguay,6762
2012-04-01,Aérea,EE.UU. y Canadá,25539
2012-04-01,Aérea,Resto de América,33029
2012-04-01,Aérea,Europa,50225
2012-04-01,Aérea,Resto del mundo,14363
2012-04-01,Fluvial/Marítima,Bolivia,3474
2012-04-01,Fluvial/Marítima,Brasil,9489
2012-04-01,Fluvial/Marítima,Chile,893
2012-04-01,Fluvial/Marítima,Paraguay,4566
2012-04-01,Fluvial/Marítima,Uruguay,41696
2012-04-01,Fluvial/Marítima,EE.UU. y Canadá,2910
2012-04-01,Fluvial/Marítima,Resto de América,5881
2012-04-01,Fluvial/Marítima,Europa,7124
2012-04-01,Fluvial/Marítima,Resto del mundo,1353
2012-04-01,Terrestre,Bolivia,14839
2012-04-01,Terrestre,Brasil,21544
2012-04-01,Terrestre,Chile,63064
2012-04-01,Terrestre,Paraguay,46765
2012-04-01,Terrestre,Uruguay,30926
2012-04-01,Terrestre,EE.UU. y Canadá,3681
2012-04-01,Terrestre,Resto de América,10485
2012-04-01,Terrestre,Europa,18284
2012-04-01,Terrestre,Resto del mundo,6505
2012-05-01,Aérea,Bolivia,3781
2012-05-01,Aérea,Brasil,67893
2012-05-01,Aérea,Chile,25035
2012-05-01,Aérea,Paraguay,7770
2012-05-01,Aérea,Uruguay,5342
2012-05-01,Aérea,EE.UU. y Canadá,23411
2012-05-01,Aérea,Resto de América,29271
2012-05-01,Aérea,Europa,35209
2012-05-01,Aérea,Resto del mundo,10784
2012-05-01,Fluvial/Marítima,Bolivia,3698
2012-05-01,Fluvial/Marítima,Brasil,7720
2012-05-01,Fluvial/Marítima,Chile,841
2012-05-01,Fluvial/Marítima,Paraguay,6099
2012-05-01,Fluvial/Marítima,Uruguay,35819
2012-05-01,Fluvial/Marítima,EE.UU. y Canadá,1978
2012-05-01,Fluvial/Marítima,Resto de América,3505
2012-05-01,Fluvial/Marítima,Europa,4248
2012-05-01,Fluvial/Marítima,Resto del mundo,1198
2012-05-01,Terrestre,Bolivia,15191
2012-05-01,Terrestre,Brasil,24129
2012-05-01,Terrestre,Chile,46330
2012-05-01,Terrestre,Paraguay,42484
2012-05-01,Terrestre,Uruguay,16822
2012-05-01,Terrestre,EE.UU. y Canadá,2528
2012-05-01,Terrestre,Resto de América,8172
2012-05-01,Terrestre,Europa,10821
2012-05-01,Terrestre,Resto del mundo,4569
2012-06-01,Aérea,Bolivia,3096
2012-06-01,Aérea,Brasil,75961
2012-06-01,Aérea,Chile,22715
2012-06-01,Aérea,Paraguay,5871
2012-06-01,Aérea,Uruguay,6164
2012-06-01,Aérea,EE.UU. y Canadá,21269
2012-06-01,Aérea,Resto de América,28797
2012-06-01,Aérea,Europa,26840
2012-06-01,Aérea,Resto del mundo,9127
2012-06-01,Fluvial/Marítima,Bolivia,3477
2012-06-01,Fluvial/Marítima,Brasil,8072
2012-06-01,Fluvial/Marítima,Chile,495
2012-06-01,Fluvial/Marítima,Paraguay,6397
2012-06-01,Fluvial/Marítima,Uruguay,25420
2012-06-01,Fluvial/Marítima,EE.UU. y Canadá,1953
2012-06-01,Fluvial/Marítima,Resto de América,5176
2012-06-01,Fluvial/Marítima,Europa,2727
2012-06-01,Fluvial/Marítima,Resto del mundo,1033
2012-06-01,Terrestre,Bolivia,15605
2012-06-01,Terrestre,Brasil,20606
2012-06-01,Terrestre,Chile,27930
2012-06-01,Terrestre,Paraguay,38618
2012-06-01,Terrestre,Uruguay,10932
2012-06-01,Terrestre,EE.UU. y Canadá,1690
2012-06-01,Terrestre,Resto de América,10033
2012-06-01,Terrestre,Europa,6665
2012-06-01,Terrestre,Resto del mundo,3344
2012-07-01,Aérea,Bolivia,4046
2012-07-01,Aérea,Brasil,103488
2012-07-01,Aérea,Chile,25841
2012-07-01,Aérea,Paraguay,6672
2012-07-01,Aérea,Uruguay,4558
2012-07-01,Aérea,EE.UU. y Canadá,20529
2012-07-01,Aérea,Resto de América,30026
2012-07-01,Aérea,Europa,29448
2012-07-01,Aérea,Resto del mundo,9413
2012-07-01,Fluvial/Marítima,Bolivia,4749
2012-07-01,Fluvial/Marítima,Brasil,11620
2012-07-01,Fluvial/Marítima,Chile,1153
2012-07-01,Fluvial/Marítima,Paraguay,8038
2012-07-01,Fluvial/Marítima,Uruguay,42318
2012-07-01,Fluvial/Marítima,EE.UU. y Canadá,2160
2012-07-01,Fluvial/Marítima,Resto de América,4662
2012-07-01,Fluvial/Marítima,Europa,4007
2012-07-01,Fluvial/Marítima,Resto del mundo,1047
2012-07-01,Terrestre,Bolivia,24671
2012-07-01,Terrestre,Brasil,26405
2012-07-01,Terrestre,Chile,53584
2012-07-01,Terrestre,Paraguay,60052
2012-07-01,Terrestre,Uruguay,29456
2012-07-01,Terrestre,EE.UU. y Canadá,2247
2012-07-01,Terrestre,Resto de América,10526
2012-07-01,Terrestre,Europa,11020
2012-07-01,Terrestre,Resto del mundo,3342
2012-08-01,Aérea,Bolivia,4032
2012-08-01,Aérea,Brasil,75810
2012-08-01,Aérea,Chile,24210
2012-08-01,Aérea,Paraguay,4308
2012-08-01,Aérea,Uruguay,3986
2012-08-01,Aérea,EE.UU. y Canadá,21880
2012-08-01,Aérea,Resto de América,35373
2012-08-01,Aérea,Europa,35323
2012-08-01,Aérea,Resto del mundo,11286
2012-08-01,Fluvial/Marítima,Bolivia,3614
2012-08-01,Fluvial/Marítima,Brasil,7244
2012-08-01,Fluvial/Marítima,Chile,736
2012-08-01,Fluvial/Marítima,Paraguay,6972
2012-08-01,Fluvial/Marítima,Uruguay,29372
2012-08-01,Fluvial/Marítima,EE.UU. y Canadá,1509
2012-08-01,Fluvial/Marítima,Resto de América,5165
2012-08-01,Fluvial/Marítima,Europa,3783
2012-08-01,Fluvial/Marítima,Resto del mundo,1019
2012-08-01,Terrestre,Bolivia,17677
2012-08-01,Terrestre,Brasil,16865
2012-08-01,Terrestre,Chile,36332
2012-08-01,Terrestre,Paraguay,49598
2012-08-01,Terrestre,Uruguay,17578
2012-08-01,Terrestre,EE.UU. y Canadá,1731
2012-08-01,Terrestre,Resto de América,8634
2012-08-01,Terrestre,Europa,12421
2012-08-01,Terrestre,Resto del mundo,3388
2012-09-01,Aérea,Bolivia,3838
2012-09-01,Aérea,Brasil,71647
2012-09-01,Aérea,Chile,26906
2012-09-01,Aérea,Paraguay,3995
2012-09-01,Aérea,Uruguay,3477
2012-09-01,Aérea,EE.UU. y Canadá,16485
2012-09-01,Aérea,Resto de América,32857
2012-09-01,Aérea,Europa,32150
2012-09-01,Aérea,Resto del mundo,11152
2012-09-01,Fluvial/Marítima,Bolivia,3448
2012-09-01,Fluvial/Marítima,Brasil,8782
2012-09-01,Fluvial/Marítima,Chile,1167
2012-09-01,Fluvial/Marítima,Paraguay,7025
2012-09-01,Fluvial/Marítima,Uruguay,36501
2012-09-01,Fluvial/Marítima,EE.UU. y Canadá,1543
2012-09-01,Fluvial/Marítima,Resto de América,5703
2012-09-01,Fluvial/Marítima,Europa,3897
2012-09-01,Fluvial/Marítima,Resto del mundo,1386
2012-09-01,Terrestre,Bolivia,16411
2012-09-01,Terrestre,Brasil,25152
2012-09-01,Terrestre,Chile,78272
2012-09-01,Terrestre,Paraguay,50416
2012-09-01,Terrestre,Uruguay,27750
2012-09-01,Terrestre,EE.UU. y Canadá,2315
2012-09-01,Terrestre,Resto de América,9858
2012-09-01,Terrestre,Europa,10792
2012-09-01,Terrestre,Resto del mundo,4224
2012-10-01,Aérea,Bolivia,4257
2012-10-01,Aérea,Brasil,64131
2012-10-01,Aérea,Chile,25175
2012-10-01,Aérea,Paraguay,4165
2012-10-01,Aérea,Uruguay,4720
2012-10-01,Aérea,EE.UU. y Canadá,18687
2012-10-01,Aérea,Resto de América,34665
2012-10-01,Aérea,Europa,34320
2012-10-01,Aérea,Resto del mundo,14025
2012-10-01,Fluvial/Marítima,Bolivia,4163
2012-10-01,Fluvial/Marítima,Brasil,7088
2012-10-01,Fluvial/Marítima,Chile,730
2012-10-01,Fluvial/Marítima,Paraguay,3941
2012-10-01,Fluvial/Marítima,Uruguay,32158
2012-10-01,Fluvial/Marítima,EE.UU. y Canadá,2708
2012-10-01,Fluvial/Marítima,Resto de América,6081
2012-10-01,Fluvial/Marítima,Europa,5882
2012-10-01,Fluvial/Marítima,Resto del mundo,1444
2012-10-01,Terrestre,Bolivia,19883
2012-10-01,Terrestre,Brasil,24081
2012-10-01,Terrestre,Chile,53802
2012-10-01,Terrestre,Paraguay,49784
2012-10-01,Terrestre,Uruguay,26453
2012-10-01,Terrestre,EE.UU. y Canadá,3648
2012-10-01,Terrestre,Resto de América,10705
2012-10-01,Terrestre,Europa,18355
2012-10-01,Terrestre,Resto del mundo,5668
2012-11-01,Aérea,Bolivia,4343
2012-11-01,Aérea,Brasil,64194
2012-11-01,Aérea,Chile,24167
2012-11-01,Aérea,Paraguay,3973
2012-11-01,Aérea,Uruguay,2947
2012-11-01,Aérea,EE.UU. y Canadá,25746
2012-11-01,Aérea,Resto de América,35435
2012-11-01,Aérea,Europa,51333
2012-11-01,Aérea,Resto del mundo,11717
2012-11-01,Fluvial/Marítima,Bolivia,4383
2012-11-01,Fluvial/Marítima,Brasil,11418
2012-11-01,Fluvial/Marítima,Chile,978
2012-11-01,Fluvial/Marítima,Paraguay,5822
2012-11-01,Fluvial/Marítima,Uruguay,33652
2012-11-01,Fluvial/Marítima,EE.UU. y Canadá,5392
2012-11-01,Fluvial/Marítima,Resto de América,6576
2012-11-01,Fluvial/Marítima,Europa,9924
2012-11-01,Fluvial/Marítima,Resto del mundo,1959
2012-11-01,Terrestre,Bolivia,19291
2012-11-01,Terrestre,Brasil,23114
2012-11-01,Terrestre,Chile,69361
2012-11-01,Terrestre,Paraguay,47494
2012-11-01,Terrestre,Uruguay,23797
2012-11-01,Terrestre,EE.UU. y Canadá,5372
2012-11-01,Terrestre,Resto de América,14050
2012-11-01,Terrestre,Europa,32012
2012-11-01,Terrestre,Resto del mundo,6567
2012-12-01,Aérea,Bolivia,6748
2012-12-01,Aérea,Brasil,51707
2012-12-01,Aérea,Chile,18600
2012-12-01,Aérea,Paraguay,6488
2012-12-01,Aérea,Uruguay,3172
2012-12-01,Aérea,EE.UU. y Canadá,28144
2012-12-01,Aérea,Resto de América,51422
2012-12-01,Aérea,Europa,55445
2012-12-01,Aérea,Resto del mundo,14125
2012-12-01,Fluvial/Marítima,Bolivia,4249
2012-12-01,Fluvial/Marítima,Brasil,30642
2012-12-01,Fluvial/Marítima,Chile,1111
2012-12-01,Fluvial/Marítima,Paraguay,7450
2012-12-01,Fluvial/Marítima,Uruguay,33687
2012-12-01,Fluvial/Marítima,EE.UU. y Canadá,6383
2012-12-01,Fluvial/Marítima,Resto de América,8029
2012-12-01,Fluvial/Marítima,Europa,13803
2012-12-01,Fluvial/Marítima,Resto del mundo,2420
2012-12-01,Terrestre,Bolivia,28363
2012-12-01,Terrestre,Brasil,23711
2012-12-01,Terrestre,Chile,67996
2012-12-01,Terrestre,Paraguay,82905
2012-12-01,Terrestre,Uruguay,24043
2012-12-01,Terrestre,EE.UU. y Canadá,6016
2012-12-01,Terrestre,Resto de América,17992
2012-12-01,Terrestre,Europa,28402
2012-12-01,Terrestre,Resto del mundo,9753
2013-01-01,Aérea,Bolivia,7431
2013-01-01,Aérea,Brasil,62806
2013-01-01,Aérea,Chile,16021
2013-01-01,Aérea,Paraguay,4779
2013-01-01,Aérea,Uruguay,3238
2013-01-01,Aérea,EE.UU. y Canadá,35409
2013-01-01,Aérea,Resto de América,38670
2013-01-01,Aérea,Europa,74292
2013-01-01,Aérea,Resto del mundo,16916
2013-01-01,Fluvial/Marítima,Bolivia,2994
2013-01-01,Fluvial/Marítima,Brasil,43792
2013-01-01,Fluvial/Marítima,Chile,2159
2013-01-01,Fluvial/Marítima,Paraguay,6524
2013-01-01,Fluvial/Marítima,Uruguay,24064
2013-01-01,Fluvial/Marítima,EE.UU. y Canadá,10408
2013-01-01,Fluvial/Marítima,Resto de América,8035
2013-01-01,Fluvial/Marítima,Europa,16506
2013-01-01,Fluvial/Marítima,Resto del mundo,3936
2013-01-01,Terrestre,Bolivia,31843
2013-01-01,Terrestre,Brasil,34818
2013-01-01,Terrestre,Chile,94815
2013-01-01,Terrestre,Paraguay,54704
2013-01-01,Terrestre,Uruguay,22975
2013-01-01,Terrestre,EE.UU. y Canadá,6638
2013-01-01,Terrestre,Resto de América,15318
2013-01-01,Terrestre,Europa,30414
2013-01-01,Terrestre,Resto del mundo,13490
2013-02-01,Aérea,Bolivia,5035
2013-02-01,Aérea,Brasil,40800
2013-02-01,Aérea,Chile,19749
2013-02-01,Aérea,Paraguay,4012
2013-02-01,Aérea,Uruguay,3519
2013-02-01,Aérea,EE.UU. y Canadá,24505
2013-02-01,Aérea,Resto de América,23799
2013-02-01,Aérea,Europa,52519
2013-02-01,Aérea,Resto del mundo,14699
2013-02-01,Fluvial/Marítima,Bolivia,1085
2013-02-01,Fluvial/Marítima,Brasil,32640
2013-02-01,Fluvial/Marítima,Chile,3417
2013-02-01,Fluvial/Marítima,Paraguay,6000
2013-02-01,Fluvial/Marítima,Uruguay,24593
2013-02-01,Fluvial/Marítima,EE.UU. y Canadá,11186
2013-02-01,Fluvial/Marítima,Resto de América,3459
2013-02-01,Fluvial/Marítima,Europa,16148
2013-02-01,Fluvial/Marítima,Resto del mundo,3857
2013-02-01,Terrestre,Bolivia,20903
2013-02-01,Terrestre,Brasil,21762
2013-02-01,Terrestre,Chile,138198
2013-02-01,Terrestre,Paraguay,51999
2013-02-01,Terrestre,Uruguay,24554
2013-02-01,Terrestre,EE.UU. y Canadá,5686
2013-02-01,Terrestre,Resto de América,9169
2013-02-01,Terrestre,Europa,26944
2013-02-01,Terrestre,Resto del mundo,11734
2013-03-01,Aérea,Bolivia,4360
2013-03-01,Aérea,Brasil,40911
2013-03-01,Aérea,Chile,19930
2013-03-01,Aérea,Paraguay,5647
2013-03-01,Aérea,Uruguay,4934
2013-03-01,Aérea,EE.UU. y Canadá,30678
2013-03-01,Aérea,Resto de América,30800
2013-03-01,Aérea,Europa,57324
2013-03-01,Aérea,Resto del mundo,15424
2013-03-01,Fluvial/Marítima,Bolivia,2812
2013-03-01,Fluvial/Marítima,Brasil,20427
2013-03-01,Fluvial/Marítima,Chile,1284
2013-03-01,Fluvial/Marítima,Paraguay,7206
2013-03-01,Fluvial/Marítima,Uruguay,46142
2013-03-01,Fluvial/Marítima,EE.UU. y Canadá,7296
2013-03-01,Fluvial/Marítima,Resto de América,5574
2013-03-01,Fluvial/Marítima,Europa,12559
2013-03-01,Fluvial/Marítima,Resto del mundo,2721
2013-03-01,Terrestre,Bolivia,15629
2013-03-01,Terrestre,Brasil,21523
2013-03-01,Terrestre,Chile,75512
2013-03-01,Terrestre,Paraguay,68241
2013-03-01,Terrestre,Uruguay,41637
2013-03-01,Terrestre,EE.UU. y Canadá,5754
2013-03-01,Terrestre,Resto de América,10077
2013-03-01,Terrestre,Europa,27045
2013-03-01,Terrestre,Resto del mundo,9571
2013-04-01,Aérea,Bolivia,3850
2013-04-01,Aérea,Brasil,43643
2013-04-01,Aérea,Chile,20123
2013-04-01,Aérea,Paraguay,4633
2013-04-01,Aérea,Uruguay,5616
2013-04-01,Aérea,EE.UU. y Canadá,22122
2013-04-01,Aérea,Resto de América,31498
2013-04-01,Aérea,Europa,46950
2013-04-01,Aérea,Resto del mundo,13096
2013-04-01,Fluvial/Marítima,Bolivia,3468
2013-04-01,Fluvial/Marítima,Brasil,9347
2013-04-01,Fluvial/Marítima,Chile,658
2013-04-01,Fluvial/Marítima,Paraguay,6472
2013-04-01,Fluvial/Marítima,Uruguay,40084
2013-04-01,Fluvial/Marítima,EE.UU. y Canadá,2564
2013-04-01,Fluvial/Marítima,Resto de América,4338
2013-04-01,Fluvial/Marítima,Europa,7055
2013-04-01,Fluvial/Marítima,Resto del mundo,1454
2013-04-01,Terrestre,Bolivia,13482
2013-04-01,Terrestre,Brasil,19018
2013-04-01,Terrestre,Chile,46197
2013-04-01,Terrestre,Paraguay,43990
2013-04-01,Terrestre,Uruguay,22015
2013-04-01,Terrestre,EE.UU. y Canadá,2772
2013-04-01,Terrestre,Resto de América,8919
2013-04-01,Terrestre,Europa,15640
2013-04-01,Terrestre,Resto del mundo,6053
2013-05-01,Aérea,Bolivia,3910
2013-05-01,Aérea,Brasil,48940
2013-05-01,Aérea,Chile,23976
2013-05-01,Aérea,Paraguay,5857
2013-05-01,Aérea,Uruguay,4839
2013-05-01,Aérea,EE.UU. y Canadá,19913
2013-05-01,Aérea,Resto de América,30087
2013-05-01,Aérea,Europa,34939
2013-05-01,Aérea,Resto del mundo,11748
2013-05-01,Fluvial/Marítima,Bolivia,3780
2013-05-01,Fluvial/Marítima,Brasil,7789
2013-05-01,Fluvial/Marítima,Chile,848
2013-05-01,Fluvial/Marítima,Paraguay,8518
2013-05-01,Fluvial/Marítima,Uruguay,42153
2013-05-01,Fluvial/Marítima,EE.UU. y Canadá,1726
2013-05-01,Fluvial/Marítima,Resto de América,3558
2013-05-01,Fluvial/Marítima,Europa,4237
2013-05-01,Fluvial/Marítima,Resto del mundo,1088
2013-05-01,Terrestre,Bolivia,14166
2013-05-01,Terrestre,Brasil,22401
2013-05-01,Terrestre,Chile,39062
2013-05-01,Terrestre,Paraguay,47266
2013-05-01,Terrestre,Uruguay,23552
2013-05-01,Terrestre,EE.UU. y Canadá,1952
2013-05-01,Terrestre,Resto de América,7281
2013-05-01,Terrestre,Europa,9940
2013-05-01,Terrestre,Resto del mundo,3754
2013-06-01,Aérea,Bolivia,4043
2013-06-01,Aérea,Brasil,61684
2013-06-01,Aérea,Chile,20208
2013-06-01,Aérea,Paraguay,4653
2013-06-01,Aérea,Uruguay,5279
2013-06-01,Aérea,EE.UU. y Canadá,19354
2013-06-01,Aérea,Resto de América,32858
2013-06-01,Aérea,Europa,27373
2013-06-01,Aérea,Resto del mundo,9803
2013-06-01,Fluvial/Marítima,Bolivia,3557
2013-06-01,Fluvial/Marítima,Brasil,7777
2013-06-01,Fluvial/Marítima,Chile,551
2013-06-01,Fluvial/Marítima,Paraguay,8838
2013-06-01,Fluvial/Marítima,Uruguay,47900
2013-06-01,Fluvial/Marítima,EE.UU. y Canadá,1820
2013-06-01,Fluvial/Marítima,Resto de América,5152
2013-06-01,Fluvial/Marítima,Europa,3201
2013-06-01,Fluvial/Marítima,Resto del mundo,795
2013-06-01,Terrestre,Bolivia,14431
2013-06-01,Terrestre,Brasil,22779
2013-06-01,Terrestre,Chile,28797
2013-06-01,Terrestre,Paraguay,46802
2013-06-01,Terrestre,Uruguay,22862
2013-06-01,Terrestre,EE.UU. y Canadá,1534
2013-06-01,Terrestre,Resto de América,9701
2013-06-01,Terrestre,Europa,6772
2013-06-01,Terrestre,Resto del mundo,2722
2013-07-01,Aérea,Bolivia,4832
2013-07-01,Aérea,Brasil,88711
2013-07-01,Aérea,Chile,25133
2013-07-01,Aérea,Paraguay,5011
2013-07-01,Aérea,Uruguay,5414
2013-07-01,Aérea,EE.UU. y Canadá,18643
2013-07-01,Aérea,Resto de América,30373
2013-07-01,Aérea,Europa,27470
2013-07-01,Aérea,Resto del mundo,8693
2013-07-01,Fluvial/Marítima,Bolivia,4785
2013-07-01,Fluvial/Marítima,Brasil,12481
2013-07-01,Fluvial/Marítima,Chile,1139
2013-07-01,Fluvial/Marítima,Paraguay,8435
2013-07-01,Fluvial/Marítima,Uruguay,55902
2013-07-01,Fluvial/Marítima,EE.UU. y Canadá,1757
2013-07-01,Fluvial/Marítima,Resto de América,4596
2013-07-01,Fluvial/Marítima,Europa,4068
2013-07-01,Fluvial/Marítima,Resto del mundo,1054
2013-07-01,Terrestre,Bolivia,23786
2013-07-01,Terrestre,Brasil,27398
2013-07-01,Terrestre,Chile,57250
2013-07-01,Terrestre,Paraguay,67518
2013-07-01,Terrestre,Uruguay,48346
